581,214
829,816
336,816
407,816
260,373
416,868
452,816
419,868
487,445
452,214
746,816
80,484
1178,505
776,816
0,373
878,312
188,569
1148,461
475,816
85,816
275,950
552,868
137,653
997,375
509,816
28,243
990,816
552,950
1063,350
1149,505
1012,950
76,816
625,445
68,816
325,816
908,868
858,126
443,816
692,816
400,868
832,816
476,619
79,816
50,868
894,214
169,469
248,196
309,214
891,447
931,469
724,908
101,63
826,950
661,214
864,816
532,445
893,145
582,868
221,868
489,377
26,653
456,619
962,1107
510,619
920,816
43,816
691,939
1017,816
728,950
1085,816
659,418
867,1173
320,214
408,653
158,868
975,816
59,868
947,185
629,816
1054,214
909,445
1010,816
680,309
704,469
301,469
253,853
271,816
1062,377
564,236
595,303
411,816
250,214
847,816
230,792
205,868
768,950
265,868
298,410
1069,840
524,350
213,908
820,816
299,1165
163,908
99,373
621,816
438,816
400,1137
695,138
148,1083
488,868
631,868
1150,816
1098,950
1056,214
304,816
324,868
850,868
869,816
392,816
783,243
177,816
1129,619
1175,182
206,182
951,868
859,418
1023,619
432,517
17,236
1161,203
354,816
1078,868
1101,317
48,232
971,653
533,182
879,214
808,619
1025,816
649,868
1107,868
518,93
782,377
17,868
492,816
656,868
146,168
187,816
603,816
966,868
42,816
711,484
632,284
1095,816
529,780
901,1165
809,660
655,868
69,950
489,840
221,816
534,780
33,653
643,765
605,653
295,816
467,214
406,816
958,816
61,939
1004,469
77,1031
576,182
223,816
396,469
557,350
133,558
645,868
11,619
503,946
54,469
745,469
369,816
832,571
98,126
471,816
1012,452
348,776
563,653
860,816
1028,816
94,792
1082,570
436,868
9,10
132,868
144,816
1001,571
1133,1142
575,853
802,1173
1049,816
577,950
1075,571
727,214
189,571
117,816
407,619
135,868
188,86
275,1021
195,653
620,816
291,1177
858,868
557,653
1124,816
255,1144
425,469
855,868
420,868
132,653
209,816
374,7
178,950
650,866
450,380
684,619
306,1165
227,214
781,196
1036,558
915,816
888,934
92,868
1023,375
468,619
556,1021
1145,415
825,660
29,660
577,619
1100,868
296,350
416,950
889,868
195,380
30,950
942,742
681,868
879,868
714,868
214,868
80,653
385,816
1010,547
747,868
834,653
1055,182
844,868
553,86
329,534
744,868
851,780
639,816
251,816
137,350
13,214
1,816
748,950
856,182
548,619
14,375
401,816
422,469
274,664
118,469
670,123
33,868
903,868
343,868
435,214
71,868
374,816
649,309
473,868
623,816
136,93
119,418
138,868
382,868
884,845
460,868
510,950
506,778
268,868
747,723
137,469
1021,950
656,752
899,93
1087,571
728,1000
1028,571
896,778
809,816
256,1165
1017,1021
774,653
1070,214
360,816
1018,816
86,816
894,1083
902,868
886,318
371,868
351,469
885,816
690,1157
989,752
1034,619
959,214
674,1021
1051,1113
596,868
784,660
200,868
983,445
436,1021
582,214
100,816
198,950
604,214
1100,723
1050,868
929,816
158,131
589,868
548,816
567,816
1143,156
520,214
28,950
927,182
392,653
1005,868
51,249
8,868
1124,373
275,868
756,653
956,1021
414,868
127,816
783,868
870,415
556,816
602,868
519,816
372,660
155,460
279,447
961,868
996,816
729,816
642,214
722,92
128,868
54,373
624,505
130,418
564,723
398,619
1080,868
156,868
1095,433
878,331
926,80
72,868
643,418
101,816
668,214
458,571
1068,318
1074,619
558,816
339,950
1030,318
497,816
256,1031
355,816
1022,816
1058,653
499,214
196,214
6,868
312,765
65,571
573,309
224,868
307,868
197,723
423,780
601,214
261,868
349,816
69,1021
219,469
648,816
231,950
999,653
913,1142
2,1055
812,868
581,816
232,868
183,948
1038,762
479,1137
169,52
1127,868
999,380
1057,1083
899,86
839,792
1077,816
1107,1169
1177,816
565,1173
728,816
257,214
376,868
775,866
903,950
860,908
379,868
170,373
83,868
1115,575
405,761
490,350
491,570
228,377
778,816
558,950
268,619
1084,742
1060,816
11,214
897,816
137,868
222,868
337,445
130,868
1038,418
36,868
861,816
966,214
96,619
348,950
850,950
1008,653
197,816
692,495
30,816
872,469
1166,866
714,350
1071,1080
608,214
436,243
607,868
582,950
782,816
277,653
400,214
1003,545
5,792
1148,418
438,182
3,571
741,123
461,868
196,723
458,816
910,816
527,816
948,868
55,145
357,816
324,214
531,1142
933,571
892,418
120,816
257,723
226,950
300,214
796,868
621,189
270,469
785,868
9,1150
522,214
267,868
233,1173
328,868
451,469
846,653
1082,721
1069,10
981,505
348,1129
72,938
784,52
855,950
750,816
343,836
48,1021
214,816
986,859
170,1173
13,309
711,132
873,816
321,469
423,816
904,868
967,35
660,868
1074,950
453,868
83,469
1146,816
262,415
777,653
911,723
341,816
359,892
607,816
693,816
637,86
967,182
827,816
280,773
337,868
1141,1021
1088,816
437,373
240,1173
45,816
343,1142
1025,309
587,868
425,816
500,236
925,571
141,653
841,653
289,816
492,373
938,816
1100,196
749,619
344,816
864,845
447,792
238,469
377,840
75,1177
1044,868
116,354
606,868
1077,868
777,534
390,868
1098,619
397,534
486,868
1138,619
395,1165
1091,653
371,214
1116,469
1058,141
480,429
595,816
1131,189
675,868
965,868
400,354
361,816
269,350
665,914
851,868
91,927
854,619
391,1029
52,350
905,776
121,816
567,1124
46,816
1072,868
310,214
37,655
576,373
247,336
858,214
702,868
740,182
37,868
803,868
204,816
666,1165
779,816
477,673
471,868
446,868
588,816
269,653
801,1173
1087,816
156,816
14,214
1145,938
56,816
74,868
208,182
362,571
829,469
93,123
672,86
664,816
1117,1173
857,1173
32,976
779,469
920,196
1092,318
693,350
114,868
949,5
439,816
723,214
100,571
459,571
56,469
1017,214
1012,214
695,373
441,331
99,1173
177,619
92,1021
699,150
50,447
828,123
473,429
800,868
574,816
708,123
192,816
1004,792
441,765
377,816
272,816
341,1174
924,816
1091,792
87,243
1050,816
444,868
297,196
721,571
516,950
283,816
563,780
510,505
472,214
44,214
867,868
274,1177
554,868
771,868
306,816
516,868
347,816
686,18
1018,868
477,410
928,868
509,1174
812,1173
465,868
352,469
574,914
175,868
140,139
362,868
172,571
1111,447
261,506
902,350
615,681
972,816
976,571
685,1099
35,469
343,816
1149,482
472,619
1155,182
633,816
550,469
396,816
219,182
755,142
856,868
544,816
1035,868
60,182
1081,816
689,182
1040,816
683,619
424,868
1135,816
1106,868
740,704
687,429
43,868
963,1055
735,868
